user_id,date,hour,water_liters,electricity_kwh
user5,2025-01-21,23,24.5,0.73
user5,2025-01-22,0,22.63,0.95
user5,2025-01-22,1,7.26,2.2
user5,2025-01-22,2,17.72,0.58
user5,2025-01-22,3,13.6,0.86
user5,2025-01-22,4,19.74,1.24
user5,2025-01-22,5,24.79,0.33
user5,2025-01-22,6,12.1,1.31
user5,2025-01-22,7,15.06,0.93
user5,2025-01-22,8,19.58,2.21
user5,2025-01-22,9,23.77,2.05
user5,2025-01-22,10,22.01,1.47
user5,2025-01-22,11,21.52,0.9
user5,2025-01-22,12,12.97,0.93
user5,2025-01-22,13,14.35,0.86
user5,2025-01-22,14,24.23,0.92
user5,2025-01-22,15,6.96,1.41
user5,2025-01-22,16,6.14,0.45
user5,2025-01-22,17,9.39,1.27
user5,2025-01-22,18,13.67,2.04
user5,2025-01-22,19,19.79,1.18
user5,2025-01-22,20,11.67,0.93
user5,2025-01-22,21,20.48,0.32
user5,2025-01-22,22,5.26,2.03
user5,2025-01-22,23,14.54,0.5
user5,2025-01-23,0,9.71,2.34
user5,2025-01-23,1,22.19,1.83
user5,2025-01-23,2,14.64,1.4
user5,2025-01-23,3,24.5,2.42
user5,2025-01-23,4,9.31,2.07
user5,2025-01-23,5,8.94,0.69
user5,2025-01-23,6,18.52,1.13
user5,2025-01-23,7,23.63,0.4
user5,2025-01-23,8,15.23,2.31
user5,2025-01-23,9,23.08,0.56
user5,2025-01-23,10,12.33,1.62
user5,2025-01-23,11,8.19,2.43
user5,2025-01-23,12,23.29,0.58
user5,2025-01-23,13,7.42,0.4
user5,2025-01-23,14,23.19,0.65
user5,2025-01-23,15,13.33,1.23
user5,2025-01-23,16,16.98,0.36
user5,2025-01-23,17,9.54,2.34
user5,2025-01-23,18,23.17,2.0
user5,2025-01-23,19,5.39,0.95
user5,2025-01-23,20,17.56,0.83
user5,2025-01-23,21,23.19,1.66
user5,2025-01-23,22,6.44,2.29
user5,2025-01-23,23,24.16,0.38
user5,2025-01-24,0,15.65,0.9
user5,2025-01-24,1,12.86,0.61
user5,2025-01-24,2,16.56,2.4
user5,2025-01-24,3,15.06,0.39
user5,2025-01-24,4,17.4,0.98
user5,2025-01-24,5,22.12,1.2
user5,2025-01-24,6,8.86,0.64
user5,2025-01-24,7,20.38,0.81
user5,2025-01-24,8,20.34,0.67
user5,2025-01-24,9,11.43,1.27
user5,2025-01-24,10,23.86,2.34
user5,2025-01-24,11,9.14,1.02
user5,2025-01-24,12,7.99,1.37
user5,2025-01-24,13,14.21,2.27
user5,2025-01-24,14,23.6,1.08
user5,2025-01-24,15,14.83,2.26
user5,2025-01-24,16,21.13,0.21
user5,2025-01-24,17,11.4,1.17
user5,2025-01-24,18,9.59,0.66
user5,2025-01-24,19,5.76,1.68
user5,2025-01-24,20,10.25,0.32
user5,2025-01-24,21,9.62,2.04
user5,2025-01-24,22,22.03,1.31
user5,2025-01-24,23,13.32,2.45
user5,2025-01-25,0,9.01,0.7
user5,2025-01-25,1,10.84,0.6
user5,2025-01-25,2,12.59,2.29
user5,2025-01-25,3,17.31,1.15
user5,2025-01-25,4,23.69,0.31
user5,2025-01-25,5,9.21,1.5
user5,2025-01-25,6,17.31,0.29
user5,2025-01-25,7,13.06,1.69
user5,2025-01-25,8,18.96,1.67
user5,2025-01-25,9,11.41,0.42
user5,2025-01-25,10,13.54,0.5
user5,2025-01-25,11,23.95,1.29
user5,2025-01-25,12,11.35,1.96
user5,2025-01-25,13,14.96,0.91
user5,2025-01-25,14,21.24,2.19
user5,2025-01-25,15,18.46,0.31
user5,2025-01-25,16,16.33,1.96
user5,2025-01-25,17,7.73,0.73
user5,2025-01-25,18,22.65,0.25
user5,2025-01-25,19,20.05,1.29
user5,2025-01-25,20,13.94,0.22
user5,2025-01-25,21,21.39,1.03
user5,2025-01-25,22,15.82,1.76
user5,2025-01-25,23,19.05,2.4
user5,2025-01-26,0,15.63,1.12
user5,2025-01-26,1,24.07,1.68
user5,2025-01-26,2,10.96,0.49
user5,2025-01-26,3,21.85,1.03
user5,2025-01-26,4,18.21,1.28
user5,2025-01-26,5,8.98,1.58
user5,2025-01-26,6,6.21,1.15
user5,2025-01-26,7,15.93,1.2
user5,2025-01-26,8,19.97,2.1
user5,2025-01-26,9,20.42,0.29
user5,2025-01-26,10,8.88,1.43
user5,2025-01-26,11,23.7,2.12
user5,2025-01-26,12,21.85,0.9
user5,2025-01-26,13,13.59,1.28
user5,2025-01-26,14,8.15,0.27
user5,2025-01-26,15,23.94,0.75
user5,2025-01-26,16,9.8,0.39
user5,2025-01-26,17,23.57,1.53
user5,2025-01-26,18,18.34,2.3
user5,2025-01-26,19,11.91,1.63
user5,2025-01-26,20,5.78,0.63
user5,2025-01-26,21,21.62,1.96
user5,2025-01-26,22,12.01,1.07
user5,2025-01-26,23,15.67,0.2
user5,2025-01-27,0,9.82,0.68
user5,2025-01-27,1,10.01,2.05
user5,2025-01-27,2,10.59,0.64
user5,2025-01-27,3,15.09,2.19
user5,2025-01-27,4,9.83,0.38
user5,2025-01-27,5,12.13,1.92
user5,2025-01-27,6,16.01,2.08
user5,2025-01-27,7,24.19,2.02
user5,2025-01-27,8,17.08,1.33
user5,2025-01-27,9,5.8,2.46
user5,2025-01-27,10,12.67,0.55
user5,2025-01-27,11,18.33,0.85
user5,2025-01-27,12,16.72,1.55
user5,2025-01-27,13,13.91,2.12
user5,2025-01-27,14,10.3,1.23
user5,2025-01-27,15,15.75,1.73
user5,2025-01-27,16,20.68,1.11
user5,2025-01-27,17,17.92,0.55
user5,2025-01-27,18,23.65,1.08
user5,2025-01-27,19,19.59,0.25
user5,2025-01-27,20,9.1,1.32
user5,2025-01-27,21,22.57,1.41
user5,2025-01-27,22,23.6,1.31
user5,2025-01-27,23,14.81,0.48
user5,2025-01-28,0,21.05,0.77
user5,2025-01-28,1,22.99,2.29
user5,2025-01-28,2,23.87,1.4
user5,2025-01-28,3,18.54,1.99
user5,2025-01-28,4,7.62,1.58
user5,2025-01-28,5,5.69,1.34
user5,2025-01-28,6,8.1,0.62
user5,2025-01-28,7,12.3,1.19
user5,2025-01-28,8,17.46,0.37
user5,2025-01-28,9,15.07,0.62
user5,2025-01-28,10,16.48,1.67
user5,2025-01-28,11,16.13,1.9
user5,2025-01-28,12,11.71,1.96
user5,2025-01-28,13,13.66,1.31
user5,2025-01-28,14,17.96,0.24
user5,2025-01-28,15,18.08,1.62
user5,2025-01-28,16,11.2,0.4
user5,2025-01-28,17,6.82,2.32
user5,2025-01-28,18,18.79,0.49
user5,2025-01-28,19,12.13,1.56
user5,2025-01-28,20,21.71,0.3
user5,2025-01-28,21,9.73,2.25
user5,2025-01-28,22,5.18,0.66
user5,2025-01-28,23,24.18,1.61
user5,2025-01-29,0,10.23,0.35
user5,2025-01-29,1,5.56,0.76
user5,2025-01-29,2,22.63,1.16
user5,2025-01-29,3,19.41,2.31
user5,2025-01-29,4,13.16,0.64
user5,2025-01-29,5,15.34,2.29
user5,2025-01-29,6,21.09,0.35
user5,2025-01-29,7,18.85,1.52
user5,2025-01-29,8,23.15,0.48
user5,2025-01-29,9,15.68,2.22
user5,2025-01-29,10,13.2,1.31
user5,2025-01-29,11,6.41,0.84
user5,2025-01-29,12,11.49,2.37
user5,2025-01-29,13,10.65,1.26
user5,2025-01-29,14,18.43,0.57
user5,2025-01-29,15,14.73,1.9
user5,2025-01-29,16,22.34,1.64
user5,2025-01-29,17,18.38,0.49
user5,2025-01-29,18,23.92,0.5
user5,2025-01-29,19,20.49,0.81
user5,2025-01-29,20,23.67,1.86
user5,2025-01-29,21,20.08,0.7
user5,2025-01-29,22,13.86,1.62
user5,2025-01-29,23,20.4,0.44
user5,2025-01-30,0,24.25,2.25
user5,2025-01-30,1,10.41,2.09
user5,2025-01-30,2,15.37,1.26
user5,2025-01-30,3,11.29,1.54
user5,2025-01-30,4,19.6,1.15
user5,2025-01-30,5,17.58,1.81
user5,2025-01-30,6,19.22,0.32
user5,2025-01-30,7,22.19,1.25
user5,2025-01-30,8,10.25,0.76
user5,2025-01-30,9,14.66,2.24
user5,2025-01-30,10,12.57,1.92
user5,2025-01-30,11,6.94,1.29
user5,2025-01-30,12,24.83,1.97
user5,2025-01-30,13,9.21,1.35
user5,2025-01-30,14,9.67,1.14
user5,2025-01-30,15,20.6,1.97
user5,2025-01-30,16,9.56,2.32
user5,2025-01-30,17,16.85,1.07
user5,2025-01-30,18,15.04,1.59
user5,2025-01-30,19,16.2,1.32
user5,2025-01-30,20,15.1,0.61
user5,2025-01-30,21,21.25,1.45
user5,2025-01-30,22,7.62,1.96
user5,2025-01-30,23,23.65,2.38
user6,2025-01-01,0,12.38,0.51
user6,2025-01-01,1,15.37,0.46
user6,2025-01-01,2,23.68,0.62
user6,2025-01-01,3,10.06,1.14
user6,2025-01-01,4,12.66,2.03
user6,2025-01-01,5,14.13,0.59
user6,2025-01-01,6,10.34,1.37
user6,2025-01-01,7,7.95,1.61
user6,2025-01-01,8,16.31,1.84
user6,2025-01-01,9,23.75,2.3
user6,2025-01-01,10,23.92,0.76
user6,2025-01-01,11,7.63,0.9
user6,2025-01-01,12,22.9,2.44
user6,2025-01-01,13,22.19,0.45
user6,2025-01-01,14,23.95,1.17
user6,2025-01-01,15,5.19,1.22
user6,2025-01-01,16,5.92,1.45
user6,2025-01-01,17,11.77,1.29
user6,2025-01-01,18,17.26,2.2
user6,2025-01-01,19,18.24,1.2
user6,2025-01-01,20,21.39,2.28
user6,2025-01-01,21,7.4,1.42
user6,2025-01-01,22,10.69,0.31
user6,2025-01-01,23,18.37,2.18
user6,2025-01-02,0,8.26,2.07
user6,2025-01-02,1,22.07,2.3
user6,2025-01-02,2,10.31,2.28
user6,2025-01-02,3,11.41,1.47
user6,2025-01-02,4,6.01,0.3
user6,2025-01-02,5,19.41,1.22
user6,2025-01-02,6,10.13,0.64
user6,2025-01-02,7,18.4,0.2
user6,2025-01-02,8,21.12,0.38
user6,2025-01-02,9,8.83,1.09
user6,2025-01-02,10,14.7,1.02
user6,2025-01-02,11,11.41,2.42
user6,2025-01-02,12,17.83,0.25
user6,2025-01-02,13,13.6,2.21
user6,2025-01-02,14,11.03,0.42
user6,2025-01-02,15,20.17,1.59
user6,2025-01-02,16,16.41,0.32
user6,2025-01-02,17,7.81,1.63
user6,2025-01-02,18,9.16,1.36
user6,2025-01-02,19,15.9,0.85
user6,2025-01-02,20,23.97,2.14
user6,2025-01-02,21,19.45,0.38
user6,2025-01-02,22,7.12,1.33
user6,2025-01-02,23,8.21,2.45
user6,2025-01-03,0,8.17,1.32
user6,2025-01-03,1,12.28,1.67
user6,2025-01-03,2,7.58,1.19
user6,2025-01-03,3,10.49,2.24
user6,2025-01-03,4,5.81,2.3
user6,2025-01-03,5,21.66,0.88
user6,2025-01-03,6,20.79,0.27
user6,2025-01-03,7,24.34,1.41
user6,2025-01-03,8,11.07,1.03
user6,2025-01-03,9,6.33,2.48
user6,2025-01-03,10,5.79,1.71
user6,2025-01-03,11,13.85,2.38
user6,2025-01-03,12,9.92,1.42
user6,2025-01-03,13,14.65,1.82
user6,2025-01-03,14,6.36,0.65
user6,2025-01-03,15,9.29,1.9
user6,2025-01-03,16,8.78,1.52
user6,2025-01-03,17,9.3,2.18
user6,2025-01-03,18,23.84,1.39
user6,2025-01-03,19,12.05,0.74
user6,2025-01-03,20,6.0,0.82
user6,2025-01-03,21,18.08,1.43
user6,2025-01-03,22,23.88,1.11
user6,2025-01-03,23,18.88,1.33
user6,2025-01-04,0,15.25,0.82
user6,2025-01-04,1,14.1,1.28
user6,2025-01-04,2,19.13,2.36
user6,2025-01-04,3,11.59,0.3
user6,2025-01-04,4,14.93,1.45
user6,2025-01-04,5,8.37,1.95
user6,2025-01-04,6,24.7,2.38
user6,2025-01-04,7,8.94,2.21
user6,2025-01-04,8,19.09,1.24
user6,2025-01-04,9,15.81,2.15
user6,2025-01-04,10,14.6,1.06
user6,2025-01-04,11,14.86,1.53
user6,2025-01-04,12,8.78,2.27
user6,2025-01-04,13,18.48,1.66
user6,2025-01-04,14,6.99,1.59
user6,2025-01-04,15,7.42,0.38
user6,2025-01-04,16,15.55,1.13
user6,2025-01-04,17,16.78,0.41
user6,2025-01-04,18,13.62,0.6
user6,2025-01-04,19,24.74,1.49
user6,2025-01-04,20,18.75,0.95
user6,2025-01-04,21,6.89,2.44
user6,2025-01-04,22,10.73,1.17
user6,2025-01-04,23,18.0,0.26
user6,2025-01-05,0,21.21,1.43
user6,2025-01-05,1,10.56,0.34
user6,2025-01-05,2,8.25,2.26
user6,2025-01-05,3,18.72,0.77
user6,2025-01-05,4,6.31,1.79
user6,2025-01-05,5,16.45,1.13
user6,2025-01-05,6,12.27,0.7
user6,2025-01-05,7,18.39,2.43
user6,2025-01-05,8,8.51,1.57
user6,2025-01-05,9,13.48,1.23
user6,2025-01-05,10,10.08,2.1
user6,2025-01-05,11,14.71,1.45
user6,2025-01-05,12,11.1,0.62
user6,2025-01-05,13,6.72,1.84
user6,2025-01-05,14,8.92,1.79
user6,2025-01-05,15,12.81,1.16
user6,2025-01-05,16,14.38,1.05
user6,2025-01-05,17,7.01,0.91
user6,2025-01-05,18,18.27,1.73
user6,2025-01-05,19,10.72,1.26
user6,2025-01-05,20,8.87,0.68
user6,2025-01-05,21,5.46,2.26
user6,2025-01-05,22,9.21,0.72
user6,2025-01-05,23,10.59,0.49
user6,2025-01-06,0,17.79,0.37
user6,2025-01-06,1,7.68,1.68
user6,2025-01-06,2,11.79,1.83
user6,2025-01-06,3,16.15,0.79
user6,2025-01-06,4,18.02,0.47
user6,2025-01-06,5,15.73,1.21
user6,2025-01-06,6,10.36,1.59
user6,2025-01-06,7,22.43,2.5
user6,2025-01-06,8,17.16,1.13
user6,2025-01-06,9,9.5,0.79
user6,2025-01-06,10,14.59,1.04
user6,2025-01-06,11,23.28,1.05
user6,2025-01-06,12,12.47,1.08
user6,2025-01-06,13,21.73,1.7
user6,2025-01-06,14,17.28,0.97
user6,2025-01-06,15,21.36,0.29
user6,2025-01-06,16,22.42,1.38
user6,2025-01-06,17,12.97,1.34
user6,2025-01-06,18,18.35,0.23
user6,2025-01-06,19,22.43,1.23
user6,2025-01-06,20,11.86,0.52
user6,2025-01-06,21,13.79,1.34
user6,2025-01-06,22,13.07,1.76
user6,2025-01-06,23,13.42,2.41
user6,2025-01-07,0,16.99,2.06
user6,2025-01-07,1,7.19,1.11
user6,2025-01-07,2,11.74,1.51
user6,2025-01-07,3,22.22,0.38
user6,2025-01-07,4,6.45,2.16
user6,2025-01-07,5,9.26,1.74
user6,2025-01-07,6,15.86,2.12
user6,2025-01-07,7,7.5,0.5
user6,2025-01-07,8,16.14,2.38
user6,2025-01-07,9,13.3,0.95
user6,2025-01-07,10,17.13,2.34
user6,2025-01-07,11,21.74,2.49
user6,2025-01-07,12,5.45,0.46
user6,2025-01-07,13,17.19,2.09
user6,2025-01-07,14,10.7,0.75
user6,2025-01-07,15,20.74,0.33
user6,2025-01-07,16,12.39,1.36
user6,2025-01-07,17,16.21,1.88
user6,2025-01-07,18,12.1,1.61
user6,2025-01-07,19,16.71,1.46
user6,2025-01-07,20,17.81,0.8
user6,2025-01-07,21,6.69,0.47
user6,2025-01-07,22,9.49,1.35
user6,2025-01-07,23,21.81,1.81
user6,2025-01-08,0,20.78,1.01
user6,2025-01-08,1,13.09,1.11
user6,2025-01-08,2,8.84,0.34
user6,2025-01-08,3,16.82,2.48
user6,2025-01-08,4,8.34,0.31
user6,2025-01-08,5,20.59,0.78
user6,2025-01-08,6,21.59,1.82
user6,2025-01-08,7,23.91,1.14
user6,2025-01-08,8,18.24,1.27
user6,2025-01-08,9,17.61,1.23
user6,2025-01-08,10,8.77,1.37
user6,2025-01-08,11,15.57,2.06
user6,2025-01-08,12,19.71,1.73
user6,2025-01-08,13,7.27,1.86
user6,2025-01-08,14,15.01,2.26
user6,2025-01-08,15,23.4,0.33
user6,2025-01-08,16,21.41,0.29
user6,2025-01-08,17,12.34,1.45
user6,2025-01-08,18,7.96,1.92
user6,2025-01-08,19,5.17,0.59
user6,2025-01-08,20,16.62,1.84
user6,2025-01-08,21,23.33,1.82
user6,2025-01-08,22,18.44,1.11
user6,2025-01-08,23,5.03,0.48
user6,2025-01-09,0,15.69,1.75
user6,2025-01-09,1,13.35,1.88
user6,2025-01-09,2,15.44,0.37
user6,2025-01-09,3,8.84,2.13
user6,2025-01-09,4,19.5,2.26
user6,2025-01-09,5,7.35,2.48
user6,2025-01-09,6,9.19,0.23
user6,2025-01-09,7,24.95,0.85
user6,2025-01-09,8,18.36,0.61
user6,2025-01-09,9,16.6,2.28
user6,2025-01-09,10,11.4,1.74
user6,2025-01-09,11,8.76,1.64
user6,2025-01-09,12,11.73,0.69
user6,2025-01-09,13,11.26,0.61
user6,2025-01-09,14,23.04,1.11
user6,2025-01-09,15,9.91,1.23
user6,2025-01-09,16,11.41,1.91
user6,2025-01-09,17,24.42,1.21
user6,2025-01-09,18,22.22,1.5
user6,2025-01-09,19,8.14,1.79
user6,2025-01-09,20,15.27,1.7
user6,2025-01-09,21,22.79,1.21
user6,2025-01-09,22,23.02,1.93
user6,2025-01-09,23,14.77,1.59
user6,2025-01-10,0,11.51,2.46
user6,2025-01-10,1,18.35,0.3
user6,2025-01-10,2,11.53,1.63
user6,2025-01-10,3,6.13,0.25
user6,2025-01-10,4,14.0,0.97
user6,2025-01-10,5,13.77,0.8
user6,2025-01-10,6,8.29,1.79
user6,2025-01-10,7,15.29,0.66
user6,2025-01-10,8,11.39,1.56
user6,2025-01-10,9,6.44,0.54
user6,2025-01-10,10,6.46,2.07
user6,2025-01-10,11,20.05,1.93
user6,2025-01-10,12,19.33,1.74
user6,2025-01-10,13,14.54,1.68
user6,2025-01-10,14,5.77,1.63
user6,2025-01-10,15,20.56,1.35
user6,2025-01-10,16,12.15,0.84
user6,2025-01-10,17,17.86,1.79
user6,2025-01-10,18,22.42,0.99
user6,2025-01-10,19,20.4,1.49
user6,2025-01-10,20,22.66,1.41
user6,2025-01-10,21,15.35,1.53
user6,2025-01-10,22,19.99,2.42
user6,2025-01-10,23,6.47,0.32
user6,2025-01-11,0,23.75,1.42
user6,2025-01-11,1,17.3,1.31
user6,2025-01-11,2,6.87,1.97
user6,2025-01-11,3,19.94,0.92
user6,2025-01-11,4,11.12,2.13
user6,2025-01-11,5,6.45,2.23
user6,2025-01-11,6,10.13,1.56
user6,2025-01-11,7,23.72,1.76
user6,2025-01-11,8,13.29,1.79
user6,2025-01-11,9,11.88,0.84
user6,2025-01-11,10,24.93,1.93
user6,2025-01-11,11,17.89,1.02
user6,2025-01-11,12,5.98,0.27
user6,2025-01-11,13,16.08,1.95
user6,2025-01-11,14,15.75,2.13
user6,2025-01-11,15,5.67,1.04
user6,2025-01-11,16,9.74,1.23
user6,2025-01-11,17,6.45,2.39
user6,2025-01-11,18,9.47,2.32
user6,2025-01-11,19,13.52,2.47
user6,2025-01-11,20,16.08,2.34
user6,2025-01-11,21,5.11,1.92
user6,2025-01-11,22,23.06,0.52
user6,2025-01-11,23,6.92,1.18
user6,2025-01-12,0,23.67,1.45
user6,2025-01-12,1,15.55,0.52
user6,2025-01-12,2,5.02,2.06
user6,2025-01-12,3,6.75,1.66
user6,2025-01-12,4,23.29,0.68
user6,2025-01-12,5,18.31,0.38
user6,2025-01-12,6,17.08,0.58
user6,2025-01-12,7,19.72,0.89
user6,2025-01-12,8,14.27,1.58
user6,2025-01-12,9,8.43,1.91
user6,2025-01-12,10,11.05,1.72
user6,2025-01-12,11,8.17,1.78
user6,2025-01-12,12,7.56,1.18
user6,2025-01-12,13,9.94,1.92
user6,2025-01-12,14,10.24,2.23
user6,2025-01-12,15,22.84,0.65
user6,2025-01-12,16,17.28,0.4
user6,2025-01-12,17,12.83,1.84
user6,2025-01-12,18,18.19,1.64
user6,2025-01-12,19,10.65,1.07
user6,2025-01-12,20,7.06,1.85
user6,2025-01-12,21,15.08,1.83
user6,2025-01-12,22,9.98,0.95
user6,2025-01-12,23,11.68,0.26
user6,2025-01-13,0,11.82,2.05
user6,2025-01-13,1,22.95,1.39
user6,2025-01-13,2,14.11,0.27
user6,2025-01-13,3,22.58,0.23
user6,2025-01-13,4,23.9,1.33
user6,2025-01-13,5,11.84,2.33
user6,2025-01-13,6,5.49,1.54
user6,2025-01-13,7,15.98,0.7
user6,2025-01-13,8,13.58,1.7
user6,2025-01-13,9,19.54,0.2
user6,2025-01-13,10,23.74,0.58
user6,2025-01-13,11,9.67,0.81
user6,2025-01-13,12,5.76,0.48
user6,2025-01-13,13,24.73,0.92
user6,2025-01-13,14,7.31,0.45
user6,2025-01-13,15,19.39,2.17
user6,2025-01-13,16,10.14,0.25
user6,2025-01-13,17,9.46,0.33
user6,2025-01-13,18,7.07,1.19
user6,2025-01-13,19,9.6,1.39
user6,2025-01-13,20,10.07,2.36
user6,2025-01-13,21,23.12,1.5
user6,2025-01-13,22,12.09,1.08
user6,2025-01-13,23,13.24,1.87
user6,2025-01-14,0,14.03,2.17
user6,2025-01-14,1,23.88,0.97
user6,2025-01-14,2,16.21,0.42
user6,2025-01-14,3,9.01,1.15
user6,2025-01-14,4,9.12,2.22
user6,2025-01-14,5,8.17,1.25
user6,2025-01-14,6,17.11,1.79
user6,2025-01-14,7,12.66,2.2
user6,2025-01-14,8,16.37,1.21
user6,2025-01-14,9,6.34,1.27
user6,2025-01-14,10,21.41,1.61
user6,2025-01-14,11,21.64,1.34
user6,2025-01-14,12,7.37,0.23
user6,2025-01-14,13,11.06,1.81
user6,2025-01-14,14,20.81,0.88
user6,2025-01-14,15,14.91,1.17
user6,2025-01-14,16,13.21,0.73
user6,2025-01-14,17,7.73,0.65
user6,2025-01-14,18,6.11,0.66
user6,2025-01-14,19,5.18,1.64
user6,2025-01-14,20,11.33,2.44
user6,2025-01-14,21,8.87,1.0
user6,2025-01-14,22,12.16,0.22
user6,2025-01-14,23,21.78,0.27
user6,2025-01-15,0,23.8,2.25
user6,2025-01-15,1,15.71,1.45
user6,2025-01-15,2,18.08,1.09
user6,2025-01-15,3,17.94,0.3
user6,2025-01-15,4,6.08,1.25
user6,2025-01-15,5,15.99,2.24
user6,2025-01-15,6,7.09,2.09
user6,2025-01-15,7,9.2,1.11
user6,2025-01-15,8,11.33,1.12
user6,2025-01-15,9,8.01,1.36
user6,2025-01-15,10,21.03,1.22
user6,2025-01-15,11,14.81,2.15
user6,2025-01-15,12,19.12,1.33
user6,2025-01-15,13,10.15,2.24
user6,2025-01-15,14,16.54,0.71
user6,2025-01-15,15,10.38,2.05
user6,2025-01-15,16,5.88,2.48
user6,2025-01-15,17,7.61,2.03
user6,2025-01-15,18,12.9,1.33
user6,2025-01-15,19,22.61,1.15
user6,2025-01-15,20,15.75,0.31
user6,2025-01-15,21,5.05,0.76
user6,2025-01-15,22,18.61,0.48
user6,2025-01-15,23,7.28,1.15
user6,2025-01-16,0,17.96,1.84
user6,2025-01-16,1,8.57,0.38
user6,2025-01-16,2,23.81,0.8
user6,2025-01-16,3,22.07,2.19
user6,2025-01-16,4,20.45,0.59
user6,2025-01-16,5,21.44,1.97
user6,2025-01-16,6,16.93,0.98
user6,2025-01-16,7,10.25,0.48
user6,2025-01-16,8,15.2,1.55
user6,2025-01-16,9,12.19,1.29
user6,2025-01-16,10,12.27,1.67
user6,2025-01-16,11,23.03,0.58
user6,2025-01-16,12,12.63,0.52
user6,2025-01-16,13,17.5,1.88
user6,2025-01-16,14,23.64,0.84
user6,2025-01-16,15,24.0,0.35
user6,2025-01-16,16,17.06,0.33
user6,2025-01-16,17,22.88,1.42
user6,2025-01-16,18,18.39,2.11
user6,2025-01-16,19,8.01,0.29
user6,2025-01-16,20,22.58,0.92
user6,2025-01-16,21,7.58,1.28
user6,2025-01-16,22,16.97,0.27
user6,2025-01-16,23,10.5,0.28
user6,2025-01-17,0,13.41,2.26
user6,2025-01-17,1,24.65,1.67
user6,2025-01-17,2,8.23,2.28
user6,2025-01-17,3,15.32,0.55
user6,2025-01-17,4,23.43,1.94
user6,2025-01-17,5,19.63,1.83
user6,2025-01-17,6,9.01,0.69
user6,2025-01-17,7,18.77,0.71
user6,2025-01-17,8,13.77,2.0
user6,2025-01-17,9,20.68,1.24
user6,2025-01-17,10,20.84,2.13
user6,2025-01-17,11,18.1,0.73
user6,2025-01-17,12,10.48,0.92
user6,2025-01-17,13,7.34,0.83
user6,2025-01-17,14,9.19,1.25
user6,2025-01-17,15,23.17,0.44
user6,2025-01-17,16,19.41,1.78
user6,2025-01-17,17,6.92,2.32
user6,2025-01-17,18,16.37,1.04
user6,2025-01-17,19,20.13,0.79
user6,2025-01-17,20,18.87,0.29
user6,2025-01-17,21,21.79,1.23
user6,2025-01-17,22,17.73,0.71
user6,2025-01-17,23,18.54,1.98
user6,2025-01-18,0,14.46,1.62
user6,2025-01-18,1,14.13,2.26
user6,2025-01-18,2,14.96,2.14
user6,2025-01-18,3,21.03,1.14
user6,2025-01-18,4,9.6,1.13
user6,2025-01-18,5,21.52,0.72
user6,2025-01-18,6,15.49,2.05
user6,2025-01-18,7,12.07,1.68
user6,2025-01-18,8,9.91,0.45
user6,2025-01-18,9,20.89,0.43
user6,2025-01-18,10,10.43,2.17
user6,2025-01-18,11,11.93,2.44
user6,2025-01-18,12,24.59,0.82
user6,2025-01-18,13,5.82,1.82
user6,2025-01-18,14,14.02,0.43
user6,2025-01-18,15,19.15,0.27
user6,2025-01-18,16,22.4,0.52
user6,2025-01-18,17,7.55,0.6
user6,2025-01-18,18,24.21,1.79
user6,2025-01-18,19,21.03,1.11
user6,2025-01-18,20,11.73,0.74
user6,2025-01-18,21,14.61,1.47
user6,2025-01-18,22,17.64,0.79
user6,2025-01-18,23,23.97,0.59
user6,2025-01-19,0,24.31,0.23
user6,2025-01-19,1,14.62,0.97
user6,2025-01-19,2,13.98,1.51
user6,2025-01-19,3,13.71,1.15
user6,2025-01-19,4,19.65,1.78
user6,2025-01-19,5,21.67,0.77
user6,2025-01-19,6,17.19,1.55
user6,2025-01-19,7,12.39,1.32
user6,2025-01-19,8,11.28,0.53
user6,2025-01-19,9,9.28,0.44
user6,2025-01-19,10,18.66,1.72
user6,2025-01-19,11,24.01,1.88
user6,2025-01-19,12,6.04,2.23
user6,2025-01-19,13,22.25,1.22
user6,2025-01-19,14,16.72,2.44
user6,2025-01-19,15,15.65,2.28
user6,2025-01-19,16,6.66,0.64
user6,2025-01-19,17,13.82,1.54
user6,2025-01-19,18,21.32,2.47
user6,2025-01-19,19,12.78,0.31
user6,2025-01-19,20,21.02,1.59
user6,2025-01-19,21,8.97,1.34
user6,2025-01-19,22,19.85,1.97
user6,2025-01-19,23,14.99,0.9
user6,2025-01-20,0,24.47,1.73
user6,2025-01-20,1,13.16,0.85
user6,2025-01-20,2,19.62,0.76
user6,2025-01-20,3,8.43,1.42
user6,2025-01-20,4,10.8,1.65
user6,2025-01-20,5,7.36,1.71
user6,2025-01-20,6,10.67,0.2
user6,2025-01-20,7,7.54,2.35
user6,2025-01-20,8,22.35,0.74
user6,2025-01-20,9,20.57,1.6
user6,2025-01-20,10,24.42,1.06
user6,2025-01-20,11,18.63,0.35
user6,2025-01-20,12,12.92,2.42
user6,2025-01-20,13,15.78,0.86
user6,2025-01-20,14,7.41,1.82
user6,2025-01-20,15,17.9,1.06
user6,2025-01-20,16,24.02,0.25
user6,2025-01-20,17,11.07,2.32
user6,2025-01-20,18,11.42,0.78
user6,2025-01-20,19,15.68,2.09
user6,2025-01-20,20,7.06,2.37
user6,2025-01-20,21,20.9,0.62
user6,2025-01-20,22,19.24,1.09
user6,2025-01-20,23,13.05,2.0
user6,2025-01-21,0,24.26,0.49
